Date,Close,SMA_50,SMA_200,Signal,Market_Return,Strategy_Return,Cumulative_Market,Cumulative_Strategy
2019-12-17,12165.0,11802.1419921875,11496.49552734375,1.0,0.009212731336046609,0.009212731336046609,1.0270936923200982,1.0211147736855002
2019-12-18,12221.650390625,11820.295,11504.399028320313,1.0,0.004656834412248179,0.004656834412248179,1.0318766975710973,1.025869936102454
2019-12-19,12259.7001953125,11841.99400390625,11512.67578125,1.0,0.003113311498149862,0.003113311498149862,1.0350892511583183,1.029063788770128
2019-12-20,12271.7998046875,11864.9019921875,11520.357529296874,1.0,0.000986941701855537,0.000986941701855537,1.0361108239054289,1.0300794147371346
2019-12-23,12262.75,11883.89099609375,11527.72203125,1.0,-0.0007374472230261553,-0.0007374472230261553,1.0353467468555924,1.0293197855332403
2019-12-24,12214.5498046875,11903.49099609375,11534.836528320313,1.0,-0.003930618769240168,-0.003930618769240168,1.03127719349973,1.0252739218646731
2019-12-26,12126.5498046875,11919.92099609375,11541.068779296875,1.0,-0.007204522590446127,-0.007204522590446127,1.0238473336621494,1.0178873127332038
2019-12-27,12245.7998046875,11938.013984375,11548.121279296874,1.0,0.009833794601157297,0.009833794601157297,1.0339156380443255,1.0278970074937461
2019-12-30,12255.849609375,11954.56498046875,11555.367275390625,1.0,0.0008206736062803532,0.0008206736062803532,1.034764145319589,1.0287405754377708
2019-12-31,12168.4501953125,11968.653984375,11562.247026367188,1.0,-0.007131240742024536,-0.007131240742024536,1.0273849930880998,1.0214043787332352
2020-01-01,12182.5,11980.5769921875,11568.842026367187,1.0,0.001154609211690083,0.001154609211690083,1.0285712212650715,1.0225837016377812
2020-01-02,12282.2001953125,11992.98400390625,11575.315776367188,1.0,0.008183886337984836,0.008183886337984836,1.036988931230427,1.0309524104230605
2020-01-03,12226.650390625,12005.75001953125,11581.184028320313,1.0,-0.004522789386603554,-0.004522789386603554,1.0322988486982327,1.0262896298031057
2020-01-06,11993.0498046875,12013.5290234375,11585.858276367188,1.0,-0.019105853072941215,-0.019105853072941215,1.0125758985676379,1.0066814909258044
2020-01-07,12052.9501953125,12022.93603515625,11590.946025390625,1.0,0.004994592001242859,0.004994592001242859,1.0176333020512751,1.0117094542481817
2020-01-08,12025.349609375,12031.76501953125,11595.232524414063,1.0,-0.0022899444111396106,-0.0022899444111396106,1.0153029783586534,1.009392695837729
2020-01-09,12215.900390625,12040.34603515625,11599.806025390624,1.0,0.015845758122611686,0.015845758122611686,1.031391223774892,1.0253872883467046
2020-01-10,12256.7998046875,12048.6000390625,11604.3815234375,1.0,0.0033480474426501594,0.0033480474426501594,1.0348443705240233,1.0288203336351798
2020-01-13,12329.5498046875,12057.64203125,11609.313022460938,1.0,0.0059354808073293075,0.0059354808073293075,1.0409866694238414,1.0349268769796616
2020-01-14,12362.2998046875,12067.07603515625,11613.9902734375,1.0,0.0026562202609821117,0.0026562202609821117,1.0437517593065773,1.03767587071893
2020-01-15,12343.2998046875,12075.11603515625,11618.395771484375,1.0,-0.0015369308543056182,-0.0015369308543056182,1.0421475850234632,1.0360810346564535
2020-01-16,12355.5,12083.88203125,11622.51126953125,1.0,0.000988406301843714,0.000988406301843714,1.0431776502639516,1.0371051036803287
2020-01-17,12352.349609375,12091.60802734375,11626.667768554687,1.0,-0.000254978804985595,-0.000254978804985595,1.0429116620732997,1.0368406638603478
2020-01-20,12224.5498046875,12095.85802734375,11630.506015625,1.0,-0.010346193941151438,-0.010346193941151438,1.0321214957540008,1.0261133092659764
2020-01-21,12169.849609375,12101.09201171875,11634.584013671874,1.0,-0.004474618385662321,-0.004474618385662321,1.0275031459328627,1.021521843786562
2020-01-22,12106.900390625,12104.961015625,11637.702265625,1.0,-0.005172555189302153,-0.005172555189302153,1.0221883292033433,1.0162379656724985
2020-01-23,12180.349609375,12111.75900390625,11641.378764648438,1.0,0.0060667236352978104,0.0060667236352978104,1.0283896632998468,1.0224032005579309
2020-01-24,12248.25,12119.28201171875,11644.770014648437,1.0,0.005574584704263197,0.005574584704263197,1.0341225085869006,1.0281026738013508
2020-01-27,12119.0,12123.7530078125,11647.019262695312,1.0,-0.010552527912150667,-0.010552527912150667,1.0232099019504541,1.0172535916395054
2020-01-28,12055.7998046875,12127.17900390625,11648.732260742188,1.0,-0.005214967844912932,-0.005214967844912932,1.017873895213186,1.0119486468689831
2020-01-29,12129.5,12130.96701171875,11651.160009765625,1.0,0.006113256399948197,0.006113256399948197,1.0240964193174382,1.018134948410874
2020-01-30,12035.7998046875,12131.701015625,11653.349008789062,1.0,-0.0077249841553650445,-0.0077249841553650445,1.016185290704645,1.0102698720663765
2020-01-31,11962.099609375,12131.575,11654.829755859375,1.0,-0.006123414854723341,-0.006123414854723341,1.0099627666003927,1.004083570524486
2020-02-03,11707.900390625,12127.445,11655.3467578125,1.0,-0.021250384719316173,-0.021250384719316173,0.9885006692579494,0.982746408360496
2020-02-04,11979.650390625,12125.5630078125,11656.885258789063,1.0,0.02321082268667074,0.02321082268667074,1.011444583017751,1.005556760990914
2020-02-05,12089.150390625,12126.59201171875,11659.40951171875,1.0,0.009140500467834434,0.009140500467834434,1.0206896927020133,1.0147480530351856
2020-02-06,12137.9501953125,12127.33701171875,11662.11576171875,1.0,0.004036661230167438,0.004036661230167438,1.024809871212575,1.0188442471592605
2020-02-07,12098.349609375,12126.28099609375,11664.390258789062,1.0,-0.0032625431230384194,-0.0032625431230384194,1.0214663848148287,1.0155202238672438
2020-02-10,12031.5,12125.79,11666.096010742187,1.0,-0.005525514763038308,-0.005525514763038308,1.015822257225587,1.0099089518781015
2020-02-11,12107.900390625,12126.98400390625,11667.699760742187,1.0,0.006350030388978967,0.006350030388978967,1.0222727594287708,1.0163219044126293
2020-02-12,12201.2001953125,12131.12400390625,11669.941762695313,1.0,0.0077056964194832656,0.0077056964194832656,1.0301500829708363,1.024153372472504
2020-02-13,12174.650390625,12133.7530078125,11672.842763671875,1.0,-0.0021759994314084485,-0.0021759994314084485,1.0279084769760265,1.0219248153163287
2020-02-14,12113.4501953125,12135.65400390625,11675.530263671875,1.0,-0.005026854435148831,-0.005026854435148831,1.0227413306896125,1.0167877480260672
2020-02-17,12045.7998046875,12138.14,11677.128510742188,1.0,-0.00558473346026378,-0.00558473346026378,1.0170295929589155,1.0111092594676798
2020-02-18,11992.5,12139.24,11678.88201171875,1.0,-0.004424762618648104,-0.004424762618648104,1.012529478433932,1.0066353410130182
2020-02-19,12125.900390625,12144.62201171875,11680.73826171875,1.0,0.011123651500938081,0.011123651500938081,1.0237925034864577,1.017832801734975
2020-02-20,12080.849609375,12148.03599609375,11682.4017578125,1.0,-0.003715252459506435,-0.003715252459506435,1.0199888558698553,1.0140512959149628
2020-02-24,11829.400390625,12145.1880078125,11682.925009765626,1.0,-0.02081386879900149,-0.02081386879900149,0.9987589416473365,0.9929449652863314
2020-02-25,11797.900390625,12139.41201171875,11683.35326171875,1.0,-0.002662856861702312,-0.002662856861702312,0.9960993895463843,0.9903008949722258
2020-02-26,11678.5,12131.9030078125,11683.75451171875,1.0,-0.010120477938589723,-0.010120477938589723,0.9860183876498374,0.9802785766120937
2020-02-27,11633.2998046875,12121.26900390625,11684.431508789063,1.0,-0.003870376787472707,-0.003870376787472707,0.9822021249702562,0.9764845291639175
2020-02-28,11201.75,12100.87099609375,11683.6430078125,1.0,-0.03709607866493836,-0.03709607866493836,0.9457662776774899,0.9402607822549575
2020-03-02,11132.75,12078.3319921875,11682.797758789062,1.0,-0.006159751824491688,-0.006159751824491688,0.9399405921230233,0.9344690091859645
2020-03-03,11303.2998046875,12058.9619921875,11682.919755859375,1.0,0.015319647408546855,0.015319647408546855,0.9543401505793287,0.9487847449209077
2020-03-04,11251.0,12038.7269921875,11683.433754882812,1.0,-0.004626950146523701,-0.004626950146523701,0.9499244662797722,0.9443947652063764
2020-03-05,11269.0,12019.81599609375,11683.668505859376,1.0,0.0015998577904186018,0.0015998577904186018,0.9514442103374592,0.9459056625287224
2020-03-06,10989.4501953125,11997.07400390625,11682.830756835938,1.0,-0.024806975302821943,-0.024806975302821943,0.9278417573096049,0.922440604119573
2020-03-09,10451.4501953125,11961.18701171875,11678.802509765625,1.0,-0.048956043335951605,-0.048956043335951605,0.8824182960298504,0.8772815619294537
2020-03-11,10458.400390625,11925.23802734375,11674.058759765625,1.0,0.0006649981756232659,0.0006649981756232659,0.8830051025868468,0.8778649525676447
2020-03-12,9590.150390625,11873.67203125,11662.86826171875,1.0,-0.08301938801064712,-0.08301938801064712,0.8096985593598082,0.8049851414494831
2020-03-13,9955.2001953125,11829.12603515625,11654.098764648437,1.0,0.03806507612689369,0.03806507612689369,0.8405197966616754,0.8356269621397759
2020-03-16,9197.400390625,11767.4300390625,11641.396264648438,1.0,-0.07612100106679087,-0.07612100106679087,0.7765385883233332,0.7720182012632948
2020-03-17,8967.0498046875,11702.23802734375,11627.946264648437,1.0,-0.02504518409052825,-0.02504518409052825,0.7570900364253764,0.7526828632914171
2020-03-18,8468.7998046875,11631.75302734375,11611.069765625,1.0,-0.05556454027271507,-0.05556454027271507,0.7150226766063473,0.7108603860214786
2020-03-19,8263.4501953125,11555.96302734375,11592.763266601563,1.0,-0.024247781753128472,-0.024247781753128472,0.6976849627954589,0.6936235985242851
2020-03-20,8745.4501953125,11490.3650390625,11576.846767578125,0.0,0.058329146858465686,0.0,0.7383803314512983,0.6936235985242851
2020-03-23,7610.25,11398.25203125,11555.59251953125,0.0,-0.12980466070471242,-0.0,0.6425351230562295,0.6936235985242851
2020-03-24,7801.0498046875,11309.13703125,11534.868266601563,0.0,0.02507142402516349,0.0,0.6586443935774329,0.6936235985242851
2020-03-25,8317.849609375,11228.90302734375,11516.843515625,0.0,0.06624746894667499,0.0,0.7022779175878554,0.6936235985242851
2020-03-26,8641.4501953125,11154.48603515625,11499.608017578124,0.0,0.038904356430389475,0.0,0.7295995880068851,0.6936235985242851
2020-03-27,8660.25,11080.8250390625,11482.801015625,0.0,0.0021755381634551707,0.0,0.7311868597546353,0.6936235985242851
2020-03-30,8281.099609375,10999.33703125,11464.987763671876,0.0,-0.04378053643081892,-0.0,0.6991751068034113,0.6936235985242851
2020-03-31,8597.75,10924.2450390625,11448.62326171875,0.0,0.03823772271336057,0.0,0.7259099706654444,0.6936235985242851
2020-04-01,8253.7998046875,10844.8300390625,11430.278759765624,0.0,-0.04000467509668226,-0.0,0.6968701781395311,0.6936235985242851
2020-04-03,8083.7998046875,10763.10904296875,11410.869760742187,0.0,-0.020596574186770744,-0.0,0.6825170398169321,0.6936235985242851
2020-04-07,8792.2001953125,10696.8150390625,11395.299760742188,0.0,0.08763210467115035,0.0,0.7423274444900132,0.6936235985242851
2020-04-08,8748.75,10628.183046875,11379.47326171875,0.0,-0.004941902407507137,-0.0,0.7386589347049294,0.6936235985242851
2020-04-09,9111.900390625,10565.4560546875,11365.916264648438,0.0,0.04150883161880259,0.0,0.7693198040493204,0.6936235985242851
2020-04-13,8993.849609375,10502.953046875,11352.524760742188,0.0,-0.01295567073707915,-0.0,0.7593527499765432,0.6936235985242851
2020-04-15,8925.2998046875,10440.343046875,11338.693759765625,0.0,-0.007621853562688519,-0.0,0.7535650745137972,0.6936235985242851
2020-04-16,8992.7998046875,10377.60904296875,11325.2005078125,0.0,0.007562771164790316,0.0,0.7592641147301232,0.6936235985242851
2020-04-17,9266.75,10322.228046875,11312.3755078125,0.0,0.03046328187687486,0.0,0.7823937914761429,0.6936235985242851
2020-04-20,9261.849609375,10268.223046875,11300.0642578125,0.0,-0.0005288143766692954,-0.0,0.7819800503909935,0.6936235985242851
2020-04-21,8981.4501953125,10213.69404296875,11286.473256835938,0.0,-0.030274667144095657,-0.0,0.758305864652083,0.6936235985242851
2020-04-22,9187.2998046875,10157.84703125,11273.427504882813,0.0,0.02291941778872575,0.0,0.775685793575685,0.6936235985242851
2020-04-23,9313.900390625,10102.34203125,11260.7592578125,0.0,0.01377995587701486,0.0,0.7863747095855852,0.6936235985242851
2020-04-24,9154.400390625,10042.67103515625,11247.323510742188,0.0,-0.017124941572334906,-0.0,0.7729080886299702,0.6936235985242851
2020-04-27,9282.2998046875,9986.3500390625,11234.79076171875,0.0,0.013971358975458648,0.0,0.7837066649912551,0.6936235985242851
2020-04-28,9380.900390625,9933.338046875,11222.367265625,0.0,0.010622430648890235,0.0,0.7920315346891977,0.6936235985242851
2020-04-29,9553.349609375,9882.24703125,11210.582514648437,0.0,0.018383013524196468,0.0,0.8065914611029793,0.6936235985242851
2020-04-30,9859.900390625,9835.42103515625,11200.298266601563,0.0,0.03208830345213909,0.0,0.832473612668756,0.6936235985242851
2020-05-04,9293.5,9777.79802734375,11187.032016601563,0.0,-0.05744483901313502,-0.0,0.7846523000063164,0.6936235985242851
2020-05-05,9205.599609375,9719.641015625,11174.004262695313,0.0,-0.009458265521601117,-0.0,0.7772308502107216,0.6936235985242851
2020-05-06,9270.900390625,9664.14302734375,11162.565766601563,0.0,0.007093593467121684,0.0,0.7827442098922218,0.6936235985242851
2020-05-07,9199.0498046875,9608.2740234375,11150.781513671875,0.0,-0.007750119504051356,-0.0,0.7766778487244529,0.6936235985242851
2020-05-08,9251.5,9550.786015625,11139.54451171875,0.0,0.0057016970693835045,0.0,0.7811062305383802,0.6936235985242851
2020-05-11,9239.2001953125,9493.95302734375,11127.826010742188,0.0,-0.0013294930214019507,-0.0,0.7800677552559059,0.6936235985242851
2020-05-12,9196.5498046875,9441.296015625,11116.046259765624,0.0,-0.004616242718351149,-0.0,0.7764667731608853,0.6936235985242851
2020-05-13,9383.5498046875,9393.00900390625,11105.022260742187,0.0,0.02033371253039773,0.0,0.7922552253157443,0.6936235985242851
2020-05-14,9142.75,9342.29400390625,11092.423012695312,0.0,-0.025661909373274727,-0.0,0.7719244435231883,0.6936235985242851
2020-05-15,9136.849609375,9292.365,11079.669760742188,0.0,-0.0006453627874545287,-0.0,0.771426272212612,0.6936235985242851
2020-05-18,8823.25,9244.795,11065.801508789062,0.0,-0.034322509703259896,-0.0,0.744948986499245,0.6936235985242851
2020-05-19,8879.099609375,9199.7219921875,11053.100756835938,0.0,0.00632982284022332,0.0,0.7496643816087891,0.6936235985242851
2020-05-20,9066.5498046875,9154.9869921875,11041.702504882813,0.0,0.021111396826158035,0.0,0.7654908438553686,0.6936235985242851
2020-05-21,9106.25,9112.0919921875,11030.578505859376,0.0,0.004378754451001221,0.0,0.7688427402951009,0.6936235985242851
2020-05-22,9039.25,9067.4969921875,11019.418256835937,0.0,-0.0073575840768702605,-0.0,0.7631859151914884,0.6936235985242851
2020-05-26,9029.0498046875,9028.288984375,11008.30275390625,0.0,-0.0011284338094974533,-0.0,0.762324710401854,0.6936235985242851
2020-05-27,9314.9501953125,9005.558984375,10998.456005859374,0.0,0.03166450477176164,0.0,0.7864633448320053,0.6936235985242851
2020-05-28,9490.099609375,8986.19296875,10989.960502929687,0.0,0.018803043536468778,0.0,0.8012512493447184,0.6936235985242851
2020-05-29,9580.2998046875,8985.99595703125,10982.435,0.0,0.009504662651105722,0.0,0.8088668721685169,0.6936235985242851
2020-06-01,9826.150390625,8983.4149609375,10975.975751953125,0.0,0.025662097319460564,0.0,0.8296240925605931,0.6936235985242851
2020-06-02,9979.099609375,8999.0489453125,10970.97125,0.0,0.015565527970742954,0.0,0.8425376295785473,0.6936235985242851
2020-06-03,10061.5498046875,9020.9389453125,10966.292250976563,0.0,0.008262288035990828,0.0,0.8494989181552862,0.6936235985242851
2020-06-04,10029.099609375,9052.14494140625,10962.124750976562,0.0,-0.003225168681009971,-0.0,0.8467591408498999,0.6936235985242851
2020-06-05,10142.150390625,9089.7189453125,10958.094252929688,0.0,0.011272276241460544,0.0,0.8563040437955418,0.6936235985242851
2020-06-08,10167.4501953125,9118.1589453125,10954.65400390625,0.0,0.002494520758722585,0.0,0.8584401120085678,0.6936235985242851
2020-06-09,10046.650390625,9166.886953125,10949.725004882812,0.0,-0.011881032349997822,-0.0,0.8482409572672583,0.6936235985242851
2020-06-10,10116.150390625,9213.18896484375,10944.757504882813,0.0,0.006917728526201428,0.0,0.8541088579344385,0.6936235985242851
2020-06-11,9902.0,9244.87197265625,10939.638256835937,0.0,-0.021169158460066062,-0.0,0.8360280921786782,0.6936235985242851
2020-06-12,9972.900390625,9271.5009765625,10934.355756835937,0.0,0.00716020911179549,0.0,0.842014228142013,0.6936235985242851
2020-06-15,9813.7001953125,9294.56998046875,10928.185258789063,0.0,-0.015963279394844432,-0.0,0.8285729197637478,0.6936235985242851
2020-06-16,9914.0,9327.22798828125,10922.485756835937,0.0,0.010220386061458031,0.0,0.8370412548838028,0.6936235985242851
2020-06-17,9881.150390625,9352.89599609375,10916.806508789063,0.0,-0.0033134566648174157,-0.0,0.8342677549590809,0.6936235985242851
2020-06-18,10091.650390625,9389.6530078125,10912.671259765624,0.0,0.021303187551898528,0.0,0.8520403174114756,0.6936235985242851
2020-06-19,10244.400390625,9432.86501953125,10910.186513671875,0.0,0.015136275444292302,0.0,0.8649370343454579,0.6936235985242851
2020-06-22,10311.2001953125,9463.24501953125,10907.595766601562,0.0,0.006520616350433883,0.0,0.8705769569137066,0.6936235985242851
2020-06-23,10471.0,9497.69001953125,10904.661518554687,0.0,0.015497691991291696,0.0,0.8840688904466713,0.6936235985242851
2020-06-24,10305.2998046875,9521.5580078125,10900.66126953125,0.0,-0.015824677233549855,-0.0,0.8700787856031301,0.6936235985242851
2020-06-25,10288.900390625,9547.4590234375,10896.8752734375,0.0,-0.001591357298992957,-0.0,0.8686941793769617,0.6936235985242851
2020-06-26,10383.0,9576.61302734375,10894.048774414063,0.0,0.00914574014738645,0.0,0.8766390306090905,0.6936235985242851
2020-06-29,10312.400390625,9603.0050390625,10890.494526367187,0.0,-0.006799538608783573,-0.0,0.8706782896744975,0.6936235985242851
2020-06-30,10302.099609375,9623.71203125,10888.015522460937,0.0,-0.0009988732845714887,-0.0,0.8698085923914852,0.6936235985242851
2020-07-01,10430.0498046875,9647.07603515625,10885.94251953125,0.0,0.012419817334717198,0.0,0.8806114562251549,0.6936235985242851
2020-07-02,10551.7001953125,9678.48103515625,10884.461518554688,0.0,0.011663452514898642,0.0,0.8908824261289128,0.6936235985242851
2020-07-03,10607.349609375,9706.88203125,10882.767265625,0.0,0.005273976044848361,0.0,0.8955809187030931,0.6936235985242851
2020-07-06,10763.650390625,9735.87703125,10881.570268554688,0.0,0.014735139974255018,0.0,0.908777428898455,0.6936235985242851
2020-07-07,10799.650390625,9768.78203125,10880.39001953125,0.0,0.003344590235981215,0.0,0.9118169170138289,0.6936235985242851
2020-07-08,10705.75,9797.25103515625,10879.004770507812,0.0,-0.00869476207364206,-0.0,0.9038888858656718,0.6936235985242851
2020-07-09,10813.4501953125,9825.90203125,10877.69251953125,0.0,0.010060032721901813,0.0,0.9129820376344439,0.6936235985242851
2020-07-10,10768.0498046875,9850.19603515625,10876.515268554687,0.0,-0.004198511095439339,-0.0,0.9091488724194988,0.6936235985242851
2020-07-13,10802.7001953125,9869.05203125,10876.440771484375,0.0,0.003217889149241815,0.0,0.912074412711103,0.6936235985242851
2020-07-14,10607.349609375,9895.3290234375,10875.274267578125,0.0,-0.01808349601540049,-0.0,0.8955809187030931,0.6936235985242851
2020-07-15,10618.2001953125,9923.58103515625,10874.84126953125,0.0,0.0010229309240368245,0.0,0.8964970361198118,0.6936235985242851
2020-07-16,10739.9501953125,9952.96203125,10872.17001953125,0.0,0.011466161662100571,0.0,0.9067764160655556,0.6936235985242851
2020-07-17,10901.7001953125,9987.0150390625,10868.67751953125,0.0,0.01506059125586967,0.0,0.9204330050283813,0.6936235985242851
2020-07-20,11022.2001953125,10022.42904296875,10865.84751953125,0.0,0.011053321760931656,0.0,0.9306068471923412,0.6936235985242851
2020-07-21,11162.25,10060.8900390625,10864.457768554688,0.0,0.012706156865764484,0.0,0.9424312837731216,0.6936235985242851
2020-07-22,11132.599609375,10099.61103515625,10862.264765625,0.0,-0.0026563094918139463,-0.0,0.9399278946086527,0.6936235985242851
2020-07-23,11215.4501953125,10136.24904296875,10860.780014648437,0.0,0.007442159858846331,0.0,0.9469229882561191,0.6936235985242851
2020-07-24,11194.150390625,10177.27705078125,10859.378515625,0.0,-0.0018991484351116306,-0.0,0.9451246409448013,0.6936235985242851
2020-07-27,11131.7998046875,10217.1760546875,10858.238012695312,0.0,-0.005569925698846956,-0.0,0.9398603669185893,0.6936235985242851
2020-07-28,11300.5498046875,10266.72205078125,10858.17076171875,0.0,0.0151592736988444,0.0,0.9541079674594045,0.6936235985242851
2020-07-29,11202.849609375,10313.19705078125,10858.311259765625,0.0,-0.008645614328603224,-0.0,0.945859117944903,0.6936235985242851
2020-07-30,11102.150390625,10353.9090625,10858.190009765625,0.0,-0.008988714680747911,-0.0,0.9373570602055123,0.6936235985242851
2020-07-31,11073.4501953125,10393.25306640625,10856.99076171875,0.0,-0.002585102372305803,-0.0,0.9349338962454775,0.6936235985242851
2020-08-03,10891.599609375,10430.30005859375,10855.276010742187,0.0,-0.016422215545293994,-0.0,0.9195802102807328,0.6936235985242851
2020-08-04,11095.25,10471.6240625,10854.22701171875,0.0,0.018697932161379383,0.0,0.9367744586695089,0.6936235985242851
2020-08-05,11101.650390625,10507.35806640625,10853.02951171875,0.0,0.0005768586219327965,0.0,0.9373148450927988,0.6936235985242851
2020-08-06,11200.150390625,10541.55908203125,10851.888764648438,0.0,0.008872554668374333,0.0,0.9456312222973635,0.6936235985242851
2020-08-07,11214.0498046875,10574.23408203125,10850.639013671875,0.0,0.0012410024488720417,0.0,0.9468047529599644,0.6936235985242851
2020-08-10,11270.150390625,10603.11408203125,10849.058017578125,0.0,0.005002705259437024,0.0,0.9515413380772572,0.6936235985242851
2020-08-11,11322.5,10629.98208984375,10847.36126953125,0.0,0.004644978776729314,0.0,0.9559612273978066,0.6936235985242851
2020-08-12,11308.400390625,10654.9191015625,10845.9615234375,0.0,-0.0012452735151247118,-0.0,0.954770794199842,0.6936235985242851
2020-08-13,11300.4501953125,10680.34611328125,10844.443276367187,0.0,-0.0007030344733010008,-0.0,0.9540995574174186,0.6936235985242851
2020-08-14,11178.400390625,10701.07111328125,10842.422280273437,0.0,-0.010800437378868932,-0.0,0.9437948648943252,0.6936235985242851
2020-08-17,11247.099609375,10722.6641015625,10840.738276367187,0.0,0.0061457110453491115,0.0,0.94959515542005,0.6936235985242851
2020-08-18,11385.349609375,10749.4380859375,10838.730776367187,0.0,0.012292057935075373,0.0,0.9612676340853402,0.6936235985242851
2020-08-19,11408.400390625,10775.2830859375,10836.552280273438,0.0,0.002024600213507588,0.0,0.9632138167425474,0.6936235985242851
2020-08-20,11312.2001953125,10803.48708984375,10833.726030273438,0.0,-0.008432399987605033,-0.0,0.9550916125661865,0.6936235985242851
2020-08-21,11371.599609375,10831.46107421875,10831.131030273438,0.0,0.005250916093857194,0.0,0.9601067184857183,0.6936235985242851
2020-08-24,11466.4501953125,10864.51607421875,10828.756782226563,1.0,0.008341006471886514,0.008341006471886514,0.9681149748383093,0.6994091174486294
2020-08-25,11472.25,10895.68107421875,10826.53203125,1.0,0.0005058064691958464,0.0005058064691958464,0.968604653655508,0.6997628831048495
2020-08-26,11549.599609375,10929.05005859375,10824.449780273437,1.0,0.0067423225064831005,0.0067423225064831005,0.9751352986117338,0.7044809101408088
